key	text	tooltip
effect_bundles_localised_title_xyy_roguelike_1	民心所向	false
effect_bundles_localised_description_xyy_roguelike_1	你的领地被占领后，一年内若没有丢失新的领地，则强制收回该领地	false
mod_info_xyy_roguelike_1	当你的领地被占领后，将「民心」标记至该领地，5回合后，你会重新获得「民心」所标记的领地；在此期间你若有另一个领地被占领，则刷新倒计时，将「民心」标记至新丢失的领地；你以其他手段控制领地后，清除「民心」标记；「民心」标记只能存在1个	false
effect_bundles_localised_title_xyy_roguelike_2	败而不馁	false
effect_bundles_localised_description_xyy_roguelike_2	当你打出一败涂地或悲惨失败，一定时间内增加派系内的满意度和部队补员	false
mod_info_xyy_roguelike_2	当你战斗结果为 一败涂地 或 悲惨失败 ，派系范围内的补员增加25%，人物满意度增加50，持续5回合	false
effect_bundles_localised_title_xyy_roguelike_3	胜者为王	false
effect_bundles_localised_description_xyy_roguelike_3	当你打出酣畅大胜或史诗大捷，一定时间内派系范围获得不溃	false
mod_info_xyy_roguelike_3	当你战斗结果为 酣畅大胜 或 史诗大捷 ，派系范围内获得不溃效果，持续5回合	false
effect_bundles_localised_title_xyy_roguelike_4	天下归心	false
effect_bundles_localised_description_xyy_roguelike_4	你更容易俘获敌方武将，且你的武将更难被敌人俘获	false
mod_info_xyy_roguelike_4	派系范围所有武将避免被俘的概率增加50%，俘获敌方将领的概率增加25%	false
effect_bundles_localised_title_xyy_roguelike_5	农业发达	false
effect_bundles_localised_description_xyy_roguelike_5	你的粮食产量和农业产值增加	false
mod_info_xyy_roguelike_5	派系范围内，所有领地粮食产量+5，农业产值+200%	false
effect_bundles_localised_title_xyy_roguelike_6	商业发达	false
effect_bundles_localised_description_xyy_roguelike_6	你可以签订更多贸易协议，贸易影响和商业产值均有增加	false
mod_info_xyy_roguelike_6	派系范围内，可用贸易协议数量+2，商业产值+200%，贸易影响+500%	false
effect_bundles_localised_title_xyy_roguelike_7	军工发达	false
effect_bundles_localised_description_xyy_roguelike_7	你的部曲维持费降低，工业产值增加	false
mod_info_xyy_roguelike_7	派系范围内，部曲维持费-50%，工业产值+200%	false
effect_bundles_localised_title_xyy_roguelike_8	星神助我	false
effect_bundles_localised_description_xyy_roguelike_8	你可以直接进行一次命途祈福，并且每年春季都可以祈福，若阮・梅存在，你的祈福获得明牌效果	false
mod_info_xyy_roguelike_8	直接进行一次命途祈福，并且每年春季都可以祈福，若阮・梅存在，你的祈福获得明牌效果，你可以看见所有的牌面。	false
effect_bundles_localised_title_xyy_roguelike_9	日益精进	false
effect_bundles_localised_description_xyy_roguelike_9	武将可获得更多经验	false
mod_info_xyy_roguelike_9	所有将领的人物经验增长+200%	false
effect_bundles_localised_title_xyy_roguelike_10	屯田积粮	false
effect_bundles_localised_description_xyy_roguelike_10	增加部队的补给，并且你不会再因为补给短缺而遭受损耗	false
mod_info_xyy_roguelike_10	所有军队补给+30，并且免疫补给短缺造成的部队损耗	false
effect_bundles_localised_title_xyy_roguelike_11	千锤百炼	false
effect_bundles_localised_description_xyy_roguelike_11	增加部队的维持费，强化部队的进攻、防御等属性	false
mod_info_xyy_roguelike_11	派系范围内，部曲维持费+30%，部队近战和远程杀伤+200%，近战闪避+50%	false
effect_bundles_localised_title_xyy_roguelike_12	强制徭役	false
effect_bundles_localised_description_xyy_roguelike_12	部曲征募费用降低，但增加部队集结时间	false
mod_info_xyy_roguelike_12	派系范围内，部曲征募费用-90%，集结时间+50%	false
effect_bundles_localised_title_xyy_roguelike_13	后勤保障	false
effect_bundles_localised_description_xyy_roguelike_13	部队在境外可补员	false
mod_info_xyy_roguelike_13	派系范围内，境外补员速率+20%	false
effect_bundles_localised_title_xyy_roguelike_14	兵贵神速	false
effect_bundles_localised_description_xyy_roguelike_14	部队可移动范围大幅提升	false
mod_info_xyy_roguelike_14	每季的部队行动点数+100%	false
effect_bundles_localised_title_xyy_roguelike_15	并无大碍	false
effect_bundles_localised_description_xyy_roguelike_15	你的将领在轻伤状态下可获得增益，再次受伤或恢复健康后移除增益	false
mod_info_xyy_roguelike_15	当武将的韧性值等于其韧性上限-1的时候，武将的基础杀伤+200%，破甲杀伤+200%，生命上限+200%，移动速度+50%，	false
effect_bundles_localised_title_xyy_roguelike_16	年少有为	false
effect_bundles_localised_description_xyy_roguelike_16	派系内年轻人物越多，所有武将经验增加越快	false
mod_info_xyy_roguelike_16	你的派系内每有一个20岁以下的人物，派系范围内所有人物经验增长+20%，最高可叠加10层	false
effect_bundles_localised_title_xyy_roguelike_17	老骥伏枥	false
effect_bundles_localised_description_xyy_roguelike_17	派系内年长人物越多，所有部队士气增加	false
mod_info_xyy_roguelike_17	你的派系内每有一个50岁以上的人物，派系范围内部队士气+5，最高可叠加10层	false
effect_bundles_localised_title_xyy_roguelike_18	力大砖飞	false
effect_bundles_localised_description_xyy_roguelike_18	所有部队破甲伤害大幅增加，但失去所有非破甲杀伤	false
mod_info_xyy_roguelike_18	派系范围内，所有部队的破甲杀伤+200%，非破甲伤害-100%	false
effect_bundles_localised_title_xyy_roguelike_19	后备计划	false
effect_bundles_localised_description_xyy_roguelike_19	若你输掉了进攻战，恢复军队的行动点数	false
mod_info_xyy_roguelike_19	若你作为进攻方输掉了战斗，该部队的行动点数恢复至回合开始的状态	false
effect_bundles_localised_title_xyy_roguelike_20	反腐廉政	false
effect_bundles_localised_description_xyy_roguelike_20	你的派系腐败大幅降低	false
mod_info_xyy_roguelike_20	派系范围内，腐败-70%	false
effect_bundles_localised_title_xyy_roguelike_21	多劳多得	false
effect_bundles_localised_description_xyy_roguelike_21	你占领地区可获得更多资源[[img:pooled_resource_credibility]][[/img]]	false
mod_info_xyy_roguelike_21	你占领地区获得的资源[[img:pooled_resource_credibility]][[/img]]数量+10	false
effect_bundles_localised_title_xyy_roguelike_22	取之不竭	false
effect_bundles_localised_description_xyy_roguelike_22	回合结束时，如果府库少于2000，则额外获得5000	false
mod_info_xyy_roguelike_22	回合结束时，如果府库少于2000，则额外获得5000	false
effect_bundles_localised_title_xyy_roguelike_23	紧急求援	false
effect_bundles_localised_description_xyy_roguelike_23	(5回合)你可以立即抽取一次角色，但派系范围内人物满意度内因此减少	false
mod_info_xyy_roguelike_23	立即抽取一次角色，派系范围内，人物满意度-75，持续5回合；持续回合结束后，收回此「赐福」	false
effect_bundles_localised_title_xyy_roguelike_24	大力建设	false
effect_bundles_localised_description_xyy_roguelike_24	你的的城市建设更快，费用更低，且可以进行更多建设	false
mod_info_xyy_roguelike_24	派系范围内，建造时间-1,建设成本-50%，额外建造数量+2	false
effect_bundles_localised_title_xyy_roguelike_25	吾乃天命	false
effect_bundles_localised_description_xyy_roguelike_25	(15回合)强制改变非玩家派系的「逐鹿之势」	false
mod_info_xyy_roguelike_25	非玩家派系的「逐鹿之势」（「天命之势」、「固守之势」、「巧变之势」、「勇武之势」、「破阵之势」）发生变化；15回合后，收回此「赐福」	false
effect_bundles_localised_title_xyy_roguelike_26	鸿鹄之志	false
effect_bundles_localised_description_xyy_roguelike_26	我方派系人物满意度增加，敌对派系人物满意度降低	false
mod_info_xyy_roguelike_26	派系范围内人物满意度+20，敌对派系人物满意度-20	false
effect_bundles_localised_title_xyy_roguelike_27	全神贯注	false
effect_bundles_localised_description_xyy_roguelike_27	所有技能冷却时间降低	false
mod_info_xyy_roguelike_27	派系范围内，武将技能冷却时间-25%	false
effect_bundles_localised_title_xyy_roguelike_28	坚甲利刃	false
effect_bundles_localised_description_xyy_roguelike_28	部队近战闪避和攻速提高	false
mod_info_xyy_roguelike_28	派系范围部队近战闪避+50%，近战攻速+100%	false
effect_bundles_localised_title_xyy_roguelike_29	浴火重生	false
effect_bundles_localised_description_xyy_roguelike_29	你的人物和军队免疫火焰伤害	false
mod_info_xyy_roguelike_29	派系范围，武将和部曲火焰抗性+100%	false
effect_bundles_localised_title_xyy_roguelike_30	突骑横行	false
effect_bundles_localised_description_xyy_roguelike_30	军队的冲锋加成提升	false
mod_info_xyy_roguelike_30	派系范围，武将和部曲冲锋加成提升+30%	false
effect_bundles_localised_title_xyy_roguelike_31	科技强国	false
effect_bundles_localised_description_xyy_roguelike_31	你可以在每年夏季进行一次改革	false
mod_info_xyy_roguelike_31	你可以在每年夏季进行一次改革，若你在本回合已经进行了一次改革，则顺延至这一年的秋收	false
effect_bundles_localised_title_xyy_roguelike_32	卧龙出山	false
effect_bundles_localised_description_xyy_roguelike_32	诸葛亮加入阵营	false
mod_info_xyy_roguelike_32	传奇军师诸葛亮加入派系	false
effect_bundles_localised_title_xyy_roguelike_33	游击扰敌	false
effect_bundles_localised_description_xyy_roguelike_33	若你的城市遭到围攻，敌军将会承受高额的补给消耗	false
mod_info_xyy_roguelike_33	你被围攻的城市领地范围内的敌军军队补给-100	false
effect_bundles_localised_title_xyy_roguelike_34	坚韧不拔	false
effect_bundles_localised_description_xyy_roguelike_34	增加武将的韧性	false
mod_info_xyy_roguelike_34	派系范围内，武将韧性+1	false
effect_bundles_localised_title_xyy_roguelike_35	稳如泰山	false
effect_bundles_localised_description_xyy_roguelike_35	部队可以抵抗冲锋，反制骑兵冲锋	false
mod_info_xyy_roguelike_35	派系范围内，军队解锁抵抗冲锋、反制骑兵冲锋能力	false
effect_bundles_localised_title_xyy_roguelike_36	神出鬼没	false
effect_bundles_localised_description_xyy_roguelike_36	伏击必定成功	false
mod_info_xyy_roguelike_36	派系范围内，军队伏击成功率+100%	false
effect_bundles_localised_title_xyy_roguelike_37	覆军杀将	false
effect_bundles_localised_description_xyy_roguelike_37	在占领派系最后一座城市后，不论该派系是否还有军队，将直接覆灭	false
mod_info_xyy_roguelike_37	在占领派系最后一座城市后，不论该派系是否还有军队，将直接覆灭	false
effect_bundles_localised_title_xyy_roguelike_38	背水一战	false
effect_bundles_localised_description_xyy_roguelike_38	如果你的军队已经撤退过，再次遭遇攻击时获得不溃，且无法被俘	false
mod_info_xyy_roguelike_38	你的军队在防守时，如果这一回合已经撤退过一次，则获得不溃	false
effect_bundles_localised_title_xyy_roguelike_39	势如破竹	false
effect_bundles_localised_description_xyy_roguelike_39	当你进攻时取得一场胜利，将恢复军队的行动点数	false
mod_info_xyy_roguelike_39	若你作为进攻方赢得了战斗，此部队的行动点数恢复至回合开始的状态	false
effect_bundles_localised_title_xyy_roguelike_40	国富民强	false
effect_bundles_localised_description_xyy_roguelike_40	你的十级城市腐败减少	false
mod_info_xyy_roguelike_40	你的十级城市腐败-100%	false
effect_bundles_localised_title_xyy_roguelike_41	手到擒来	false
effect_bundles_localised_description_xyy_roguelike_41	你成功发动伏击并取胜，敌方将领逃跑几率降低	false
mod_info_xyy_roguelike_41	当你你成功发动伏击并取胜时，敌方将领逃脱的几率-100%	false
effect_bundles_localised_title_xyy_roguelike_42	无懈可击	false
effect_bundles_localised_description_xyy_roguelike_42	你的部曲免疫淬毒、流血伤害	false
mod_info_xyy_roguelike_42	你的部曲淬毒、流血伤害抗性+100%	false
effect_bundles_localised_title_xyy_roguelike_43	临危受命	false
effect_bundles_localised_description_xyy_roguelike_43	你的太守位增加	false
mod_info_xyy_roguelike_43	可用太守位+2	false
effect_bundles_localised_title_xyy_roguelike_44	毫发无损	false
effect_bundles_localised_description_xyy_roguelike_44	你的武将不会残疾	false
mod_info_xyy_roguelike_44	你的武将不会获得残疾特性，且恢复的回合数-1	false
effect_bundles_localised_title_xyy_roguelike_45	精神焕发	false
effect_bundles_localised_description_xyy_roguelike_45	所有武将免疫疲劳	false
mod_info_xyy_roguelike_45	派系范围内，武将获得免疫疲劳特性	false
effect_bundles_localised_title_xyy_roguelike_46	一臂之力	false
effect_bundles_localised_description_xyy_roguelike_46	武将支援范围大幅增加	false
mod_info_xyy_roguelike_46	派系范围内，武将支援范围+100%	false
effect_bundles_localised_title_xyy_roguelike_47	特制箭矢	false
effect_bundles_localised_description_xyy_roguelike_47	部队远程杀伤大幅增加，但是弹药量减少	false
mod_info_xyy_roguelike_47	派系范围内，远程伤害+100%，远程弹药量-30%	false
effect_bundles_localised_title_xyy_roguelike_48	豪华都市	false
effect_bundles_localised_description_xyy_roguelike_48	你的十级城市减免所有建筑维护费	false
mod_info_xyy_roguelike_48	所有十级城市的建筑维护费-100%	false
effect_bundles_localised_title_xyy_roguelike_49	安居乐业	false
effect_bundles_localised_description_xyy_roguelike_49	你的十级城市粮食产量大幅增加	false
mod_info_xyy_roguelike_49	所有十级城市的粮食产量+100%	false
effect_bundles_localised_title_xyy_roguelike_50	国库充盈	false
effect_bundles_localised_description_xyy_roguelike_50	(1回合)你每有一座十级城市，可获得30[[img:pooled_resource_credibility]][[/img]]	false
mod_info_xyy_roguelike_50	你每拥有一座十级城市，可获得30[[img:pooled_resource_credibility]][[/img]]；1回合后，收回此「赐福」	false
effect_bundles_localised_title_xyy_roguelike_51	孤注一掷	false
effect_bundles_localised_description_xyy_roguelike_51	(1回合)你可以立即抽取一次角色，但失去所有的[[img:pooled_resource_credibility]][[/img]]，你有概率再次抽取一次角色	false
mod_info_xyy_roguelike_51	你失去所有的[[img:pooled_resource_credibility]][[/img]]并立即抽取一次角色，选择完角色之后，你有50%概率再选择一次角色；1回合后，收回此「赐福」	false
effect_bundles_localised_title_xyy_roguelike_the_seven_kings	华夏助威	false
effect_bundles_localised_description_xyy_roguelike_the_seven_kings	立即集齐华夏七王	false
mod_info_xyy_roguelike_the_seven_kings	获得华夏七王的所有人物，如果已经获得其中部分人物，则获得剩余的人物	false
effect_bundles_localised_title_xyy_roguelike_max_1	额外选项I	false
effect_bundles_localised_description_xyy_roguelike_max_1	增加一个赐福选项	false
mod_info_xyy_roguelike_max_1	选择「赐福」时，备选「赐福」列表上限+1	false
effect_bundles_localised_title_xyy_roguelike_max_2	额外选项II	false
effect_bundles_localised_description_xyy_roguelike_max_2	增加一个赐福选项	false
mod_info_xyy_roguelike_max_2	选择「赐福」时，备选「赐福」列表上限+1	false
effect_bundles_localised_title_xyy_roguelike_max_3	额外选项III	false
effect_bundles_localised_description_xyy_roguelike_max_3	增加一个赐福选项	false
mod_info_xyy_roguelike_max_3	选择「赐福」时，备选「赐福」列表上限+1	false
effect_bundles_localised_title_xyy_roguelike_max_4	额外选项IV	false
effect_bundles_localised_description_xyy_roguelike_max_4	增加一个赐福选项	false
mod_info_xyy_roguelike_max_4	选择「赐福」时，备选「赐福」列表上限+1	false
effect_bundles_localised_title_xyy_roguelike_max_character_browser_1	后备人物I	false
effect_bundles_localised_description_xyy_roguelike_max_character_browser_1	增加一个角色备选数量	false
mod_info_xyy_roguelike_max_characte_browserr_1	备选角色数量上限+1，如果剩余备选角色数量少于当前上限，则只显示剩余的备选角色	false
effect_bundles_localised_title_xyy_roguelike_max_character_browser_2	后备人物II	false
effect_bundles_localised_description_xyy_roguelike_max_character_browser_2	增加一个角色备选数量	false
mod_info_xyy_roguelike_max_character_browser_2	备选角色数量上限+1，如果剩余备选角色数量少于当前上限，则只显示剩余的备选角色	false
effect_bundles_localised_title_xyy_roguelike_max_character_browser_3	后备人物III	false
effect_bundles_localised_description_xyy_roguelike_max_character_browser_3	增加一个角色备选数量	false
mod_info_xyy_roguelike_max_character_browser_3	备选角色数量上限+1，如果剩余备选角色数量少于当前上限，则只显示剩余的备选角色	false
effect_bundles_localised_title_xyy_roguelike_max_character_browser_4	后备人物IV	false
effect_bundles_localised_description_xyy_roguelike_max_character_browser_4	增加一个角色备选数量	false
mod_info_xyy_roguelike_max_character_browser_4	备选角色数量上限+1，如果剩余备选角色数量少于当前上限，则只显示剩余的备选角色	false
effect_bundles_localised_title_xyy_roguelike_max_character_1	我全都要	false
effect_bundles_localised_description_xyy_roguelike_max_character_1	增加一个角色可选数量	false
mod_info_xyy_roguelike_max_character_1	角色可选数量+1。如果剩余可选角色数量少于备选角色数量，则只能选择目前的备选角色	false
mod_xyy_roguelike_confirm	余额：	false
mod_xyy_roguelike_confirm_wait	结算	false
campaign_diplomacy_treaty_availability_reasons_description_roguelike_mode	\\n[[col:red]]「逐鹿天下」模式无法进行此类外交。[[/col]]	false
mission_text_text_treaty_components_war	选择一个派系宣战	false
missions_localised_title_xyy_roguelike_mission_ready	「逐鹿天下」准备阶段	false
missions_localised_description_xyy_roguelike_mission_ready	准备好之后请选择一个派系宣战并及时消灭对方则可以获得奖励，若倒计时结束之后你仍没有宣战，则此次逐鹿天下模式将[[b]]宣告失败[[/b]]。	false
effect_bundles_localised_title_xyy_roguelike_redraw_1	不甘现状	false
effect_bundles_localised_description_xyy_roguelike_redraw_1	你可以刷新一次赐福选择	false
mod_info_xyy_roguelike_redraw_1	你每次选择赐福时，都可以刷新一次。	false
missions_localised_title_xyy_roguelike_mission_easy	「逐鹿天下」消灭目标	false
missions_localised_description_xyy_roguelike_mission_easy	一举消灭目标，如果你能在更快的时间内消灭对方，则可能获得更多奖励	false
campaign_payload_ui_details_description_xyy_roguelike_mission_easy	[[img:pooled_resource_credibility]][[/img]]+100\\n10回合内完成可额外获得：[[img:pooled_resource_credibility]][[/img]]+50	false
missions_localised_title_xyy_roguelike_mission_normal	「逐鹿天下」消灭目标	false
missions_localised_description_xyy_roguelike_mission_normal	一举消灭目标，如果你能在更快的时间内消灭对方，则可能获得更多奖励	false
campaign_payload_ui_details_description_xyy_roguelike_mission_normal	[[img:pooled_resource_credibility]][[/img]]+200\\n15回合内完成可额外获得：[[img:pooled_resource_credibility]][[/img]]+100	false
missions_localised_title_xyy_roguelike_mission_hard	「逐鹿天下」消灭目标	false
missions_localised_description_xyy_roguelike_mission_hard	一举消灭目标，如果你能在更快的时间内消灭对方，则可能获得更多奖励	false
campaign_payload_ui_details_description_xyy_roguelike_mission_hard	[[img:pooled_resource_credibility]][[/img]]+400\\n20回合内完成可额外获得：[[img:pooled_resource_credibility]][[/img]]+200	false
missions_localised_title_xyy_roguelike_mission_xyyhlyjf	「逐鹿天下」消灭目标	false
missions_localised_description_xyy_roguelike_mission_xyyhlyjf	主公不断南征北战，兴复汉室，如今的目标只剩下不可一世的幻胧了，是时候与之一决雌雄了	false
campaign_payload_ui_details_description_xyy_roguelike_mission_xyyhlyjf	战役胜利	false
mod_xyy_character_roguelike_select	[[col:flavour]]选择加入的角色[[/col]]	false
mod_xyy_character_roguelike_select_first	[[col:flavour]]选择您的初始角色[[/col]]	false
dilemmas_localised_title_roguelike_dilemma_first_select	逐鹿天下规则简介	false
dilemmas_localised_description_roguelike_dilemma_first_select	[[col:effect_icon_supplement_negative]][[b]]如果你是第一次游玩「逐鹿天下」模式，强烈建议阅读模式规则[[/b]][[/col]]\\n\\n1. 该模式将会随机分配势力地图，其中包含反物质军团，12~14个主要势力和若干次要势力；\\n\\n2. 该模式将禁用玩家对主要势力的部分外交（诸如附庸、外交通牒、联军或同盟），但对次要势力的外交不做限制；\\n\\n3. 玩家一次只能向一个主要势力宣战，并且中途不可议和。非法宣战或被AI宣战会直接强制和平。对次要势力则无此限制。玩家不可向反物质军团宣战；\\n\\n4. 开局将随机获得一个「逐鹿之势」，不同「逐鹿之势」对AI有着不一样的加成。一共有5种「逐鹿之势」：天命、破阵、勇武、固守、巧变；\\n\\n5. 随着玩家消灭主要势力，「逐鹿之势」等级会逐步提升，最大等级为6级；\\n\\n6. 「逐鹿之势」等级越高，敌对派系出现恶堕者的概率就越大，恶堕者的难度也随着「逐鹿之势」等级的提升而升高，恶堕者是十分强大的敌人，并且会始终尝试追杀你，一定要谨慎迎战；\\n\\n7. 「逐鹿之势」达到最高时，反物质军团会主动与玩家开战。此时玩家对于其他派系的外交将全部解除限制，但不可与反物质军团进行外交；\\n\\n8. 开局时，反物质军团默认会获得一个皇位，在击败反物质军团之前你将无法占领该皇位，这么做是为了防止由于攻下所有皇位而导致的战役提前获胜并结算；\\n\\n9. 与反物质军团交战时，你无法占领反物质军团的皇位，也无法消灭反物质军团，你只能根据任务指引击败幻胧；\\n\\n10. 在3次成功击败幻胧后，幻胧将会死亡，反物质军团将会在下一回合直接覆灭，此次「逐鹿天下」也宣告胜利；	false
cdir_events_dilemma_choice_details_localised_choice_label_roguelike_dilemma_first_selectFIRST	我已知悉	false
missions_localised_title_xyy_roguelike_mission_boss	「逐鹿天下」迎战幻胧	false
missions_localised_description_xyy_roguelike_mission_boss	主公，如今我等已傲视群雄，今可与幻胧一战！	false
missions_localised_title_xyy_roguelike_mission_boss_2	「逐鹿天下」再战幻胧	false
missions_localised_description_xyy_roguelike_mission_boss_2	主公，幻胧败走，我等且当乘胜追击！	false
missions_localised_title_xyy_roguelike_mission_boss_3	「逐鹿天下」最终决战	false
missions_localised_description_xyy_roguelike_mission_boss_3	主公，这次我们不能再让幻胧逃跑了，我们定要让她死于我军刀下！	false
incidents_localised_title_roguelike_info_ticket	「逐鹿天下」提示：占领地区	false
incidents_localised_description_roguelike_info_ticket	占领地区可以获得资源[[img:pooled_resource_credibility]][[/img]]\\n占领主要城市可以获得[[img:pooled_resource_credibility]][[/img]]+50\\n占领资源城镇可以获得[[img:pooled_resource_credibility]][[/img]]+20\\n\\n重复占领不会获得[[img:pooled_resource_credibility]][[/img]]\\n每积攒200点[[img:pooled_resource_credibility]][[/img]]可以抽取一次「赐福」(不会扣除[[img:pooled_resource_credibility]][[/img]])	false
incidents_localised_title_xyy_roguelike_enemy_earth_1	「天命之势」	false
incidents_localised_description_xyy_roguelike_enemy_earth_1	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_earth_2	「天命之势」等级提高：2级	false
incidents_localised_description_xyy_roguelike_enemy_earth_2	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_earth_3	「天命之势」等级提高：3级	false
incidents_localised_description_xyy_roguelike_enemy_earth_3	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_earth_4	「天命之势」等级提高：4级	false
incidents_localised_description_xyy_roguelike_enemy_earth_4	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_earth_5	「天命之势」等级提高：5级	false
incidents_localised_description_xyy_roguelike_enemy_earth_5	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_earth_6	「天命之势」已达到最高等级：6级	false
incidents_localised_description_xyy_roguelike_enemy_earth_6	非玩家派系腐败减少，公共秩序增加；战场上表现为不溃和远程抗性，但抵抗冲锋能力大幅削弱。\\n\\n对远程单位和依赖远程攻击和技能的武将会很不友好；\\n\\n可利用骑兵和增强冲击骑兵的武将快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_wood_1	「勇武之势」	false
incidents_localised_description_xyy_roguelike_enemy_wood_1	非玩家派系军队补给增加，支援范围增加；战场上表现为更高的武将格斗能力，但士兵能力大幅削弱。\\n\\n敌方武将会增强自身与周围士兵的作战能力；\\n\\n没有武将保护下的士兵会很容易被击溃；\\n\\n利用对单能力强的武将斩杀敌对武将可快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_wood_2	「勇武之势」等级提高：2级	false
incidents_localised_description_xyy_roguelike_enemy_wood_2	非玩家派系军队补给增加，支援范围增加；战场上表现为更高的武将格斗能力，但士兵能力大幅削弱。\\n\\n敌方武将会增强自身与周围士兵的作战能力；\\n\\n没有武将保护下的士兵会很容易被击溃；\\n\\n利用对单能力强的武将斩杀敌对武将可快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_wood_3	「勇武之势」等级提高：3级	false
incidents_localised_description_xyy_roguelike_enemy_wood_3	非玩家派系军队补给增加，支援范围增加；战场上表现为更高的武将格斗能力，但士兵能力大幅削弱。\\n\\n敌方武将会增强自身与周围士兵的作战能力；\\n\\n没有武将保护下的士兵会很容易被击溃；\\n\\n利用对单能力强的武将斩杀敌对武将可快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_wood_4	「勇武之势」等级提高：4级	false
incidents_localised_description_xyy_roguelike_enemy_wood_4	非玩家派系军队补给增加，支援范围增加；战场上表现为更高的武将格斗能力，但士兵能力大幅削弱。\\n\\n敌方武将会增强自身与周围士兵的作战能力；\\n\\n没有武将保护下的士兵会很容易被击溃；\\n\\n利用对单能力强的武将斩杀敌对武将可快速击破敌军。	false
incidents_localised_title_xyy_roguelike_enemy_wood_5	「勇武之势」等级提高：5级	false
