key	text	tooltip
character_skills_localised_description_hlyjdingzhiwjineng	五河琴里在生命值极低的时候会重新恢复所有生命值。	false
character_skills_localised_name_hlyjdingzhiwjineng	凤凰涅槃	false
effects_description_hlyjdingzhiwjineng	技能：凤凰涅槃	false
special_ability_phases_onscreen_name_hlyjdingzhiwjineng	凤凰涅槃	false
unit_abilities_onscreen_name_hlyjdingzhiwjineng	凤凰涅槃	false
unit_abilities_tooltip_text_hlyjdingzhiwjineng	五河琴里在生命值极低的时候会重新恢复所有生命值。	false
unit_ability_types_onscreen_name_hlyjdingzhiwjineng	被动增益	false
character_skills_localised_description_hlyjdingzhiwjineng2	五河琴里将攻击力转换成火属性，对敌方单位造成灼烧伤害。	false
character_skills_localised_name_hlyjdingzhiwjineng2	灼烂歼鬼	false
effects_description_hlyjdingzhiwjineng2	技能：灼烂歼鬼	false
special_ability_phases_onscreen_name_hlyjdingzhiwjineng2	灼烂歼鬼	false
unit_abilities_onscreen_name_hlyjdingzhiwjineng2	灼烂歼鬼	false
unit_abilities_tooltip_text_hlyjdingzhiwjineng2	五河琴里将攻击力转换成火属性，对敌方单位造成灼烧伤害。	false
unit_ability_types_onscreen_name_hlyjdingzhiwjineng2	主动增益	false
ceo_nodes_title_hlyjdingzhidzuoqi	宝驴	false
ceo_nodes_title_hlyjdingzhiafujian	人王玺印	false
names_name_7000001	伊雷娜	false
names_name_7000002		false
land_units_onscreen_name_hlyjdingzhih	伊雷娜	false
ceo_nodes_title_hlyjdingzhihchenghao	灰之魔女	false
ceo_nodes_title_hlyjdingzhihyifu	长袍	false
ceo_nodes_description_hlyjdingzhihchenghao	来自异世界的旅行魔法师（动漫魔女之旅），机缘巧合之下被命定之人召唤而来。\\n\\n「魔女的滋味真不错。」——些许（定制人）	false
names_name_9000001	洛	false
names_name_9000002	天依	false
land_units_onscreen_name_hlyjdingzhii	洛天依	false
ceo_nodes_title_hlyjdingzhiichenghao	华风夏韵	false
ceo_nodes_title_hlyjdingzhiiyifu	公式服	false
ceo_nodes_title_hlyjdingzhiisuicong	天钿	false
ceo_nodes_title_hlyjdingzhitfujian	结构胶枪	false
ceo_nodes_description_hlyjdingzhitfujian	看似威力很强大，实际上是鸢一折纸凭借印象用结构胶枪仿制的。可发射结构胶，让敌人「粘」在地上不得动弹。	false
effects_description_hlyjdingzhitjineng	技能：轰击	false
special_ability_phases_onscreen_name_hlyjdingzhitjineng	轰击	false
unit_abilities_onscreen_name_hlyjdingzhitjineng	轰击	false
unit_abilities_tooltip_text_hlyjdingzhitjineng	发射结构胶，让敌人「粘」在地上不得动弹。	false
unit_ability_types_onscreen_name_hlyjdingzhitjineng	远程技能	false
